DEBUG 2026-03-22 21:43:20,314 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,412 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=7.2.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,413 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,414 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: CHIETAMIS.EntityFrameworkCore.CHIETAMISEntityFrameworkModule, CHIETAMIS.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,415 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.EntityFrameworkCore.AbpZeroCoreEntityFrameworkCoreModule, Abp.ZeroCore.EntityFrameworkCore, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,415 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule, Abp.EntityFrameworkCore, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,415 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,416 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.AbpAspNetCoreModule, Abp.AspNetCore, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,416 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,416 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.SignalR.AbpAspNetCoreSignalRModule, Abp.AspNetCore.SignalR, Version=7.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:20,423 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2026-03-22 21:43:20,599 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2026-03-22 21:43:20,600 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2026-03-22 21:43:20,600 [1    ] o.Configuration.LanguageManagementConfig - Converted CHIETAMIS (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2026-03-22 21:43:20,600 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2026-03-22 21:43:22,086 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: CHIETAMIS.EntityFrameworkCore.CHIETAMISDbContext, CHIETAMIS.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2026-03-22 21:43:28,203 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2026-03-22 21:43:28,489 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2026-03-22 21:43:28,537 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2026-03-22 21:43:28,555 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: CHIETAMIS
DEBUG 2026-03-22 21:43:28,569 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2026-03-22 21:43:28,599 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Abp.BackgroundJobs.BackgroundJobManager
DEBUG 2026-03-22 21:43:28,615 [1    ] , Culture=neutral, PublicKeyToken=null]] - Start background worker: Abp.Authorization.Users.UserTokenExpirationWorker`2[[CHIETAMIS.MultiTenancy.Tenant, CHIETAMIS.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null],[CHIETAMIS.Authorization.Users.User, CHIETAMIS.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]
DEBUG 2026-03-22 21:43:28,890 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 10 classes define auto mapping attributes
DEBUG 2026-03-22 21:43:28,890 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2026-03-22 21:43:28,908 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Users.Dto.CreateUserDto
DEBUG 2026-03-22 21:43:28,910 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Users.Dto.UserDto
DEBUG 2026-03-22 21:43:28,911 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Tasks.Dto.TaskListDto
DEBUG 2026-03-22 21:43:28,911 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Sessions.Dto.TenantLoginInfoDto
DEBUG 2026-03-22 21:43:28,912 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Sessions.Dto.UserLoginInfoDto
DEBUG 2026-03-22 21:43:28,912 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Roles.Dto.PermissionDto
DEBUG 2026-03-22 21:43:28,912 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.MultiTenancy.Dto.CreateTenantDto
DEBUG 2026-03-22 21:43:28,913 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.MultiTenancy.Dto.TenantDto
DEBUG 2026-03-22 21:43:28,913 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - CHIETAMIS.Friendships.Cache.FriendCacheItem
WARN  2026-03-22 21:43:37,010 [1    ] oft.EntityFrameworkCore.Model.Validation - Entity 'Edition' has a global query filter defined and is the required end of a relationship with the entity 'EditionFeatureSetting'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
WARN  2026-03-22 21:43:37,305 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotAddFund' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,314 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotDisb' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,322 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotExpend' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,338 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotFund' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,352 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotGrant' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,360 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotInitReq' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,369 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotOwnCntrb' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,377 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotProj' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,385 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotRcvd' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,393 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotReq' on entity type 'DiscretionaryProject'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,405 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'CostPerLearner' on entity type 'DiscretionaryProjectDetails'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,418 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'CostPerLearner' on entity type 'DiscretionaryProjectDetailsApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,434 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'GAC_CostPerLearner' on entity type 'DiscretionaryProjectDetailsApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,450 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'GC_CostPerLearner' on entity type 'DiscretionaryProjectDetailsApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,463 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'GEC_CostPerLearner' on entity type 'DiscretionaryProjectDetailsApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,471 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'Amount' on entity type 'DiscretionaryProjectUS'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,479 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'Amount' on entity type 'DiscretionaryProjectUSApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,488 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'Cost' on entity type 'DiscretionaryStratResDetailsApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,495 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'GEC_Amount' on entity type 'DiscretionaryStratResDetailsApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,504 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'Cost' on entity type 'DiscretionaryStratResObjectives'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,514 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'Cost' on entity type 'DiscretionaryStratResObjectivesApproval'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,524 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'TotBdgt' on entity type 'DiscretionaryWindow'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
WARN  2026-03-22 21:43:37,532 [1    ] oft.EntityFrameworkCore.Model.Validation - No store type was specified for the decimal property 'Amount' on entity type 'BankingList'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'.
